Occupation,Employer,Applications,Employer_Median_Wage,Occupation_Median_Wage,Occupation_75th_Wage,Occupation_90th_Wage,Sample_Count,Bin_Center
Graphic Designer,"Meta Platforms, Inc",33,205000.0,116000.0,158600.0,196255.0,1401,
Graphic Designer,"Amazon Development Center U.S., Inc.",32,144800.0,116000.0,158600.0,196255.0,1401,
Graphic Designer,Intuit Inc.,25,168479.5,116000.0,158600.0,196255.0,1401,
Graphic Designer,"Amazon Web Services, Inc.",17,140300.0,116000.0,158600.0,196255.0,1401,
Graphic Designer,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,17,68765.0,116000.0,158600.0,196255.0,1401,
Graphic Designer,Adobe Inc.,10,179500.0,116000.0,158600.0,196255.0,1401,
Graphic Designer,LINKEDIN CORPORATION,10,159000.0,116000.0,158600.0,196255.0,1401,
Graphic Designer,"WAL-MART ASSOCIATES, INC.",10,130000.0,116000.0,158600.0,196255.0,1401,
Graphic Designer,LinkedIn Corporation,9,238000.0,116000.0,158600.0,196255.0,1401,
Graphic Designer,"PHOTON INFOTECH, INC.",9,85420.0,116000.0,158600.0,196255.0,1401,
Graphic Designer,AMAZON.COM SERVICES LLC,8,154500.0,116000.0,158600.0,196255.0,1401,
Graphic Designer,"Rubrik, Inc.",7,170000.0,116000.0,158600.0,196255.0,1401,
Graphic Designer,ALL,38,,116000.0,158600.0,196255.0,1401,34839.875
Graphic Designer,ALL,233,,116000.0,158600.0,196255.0,1401,53309.625
Graphic Designer,ALL,210,,116000.0,158600.0,196255.0,1401,71779.375
Graphic Designer,ALL,128,,116000.0,158600.0,196255.0,1401,90249.125
Graphic Designer,ALL,110,,116000.0,158600.0,196255.0,1401,108718.875
Graphic Designer,ALL,128,,116000.0,158600.0,196255.0,1401,127188.625
Graphic Designer,ALL,182,,116000.0,158600.0,196255.0,1401,145658.375
Graphic Designer,ALL,136,,116000.0,158600.0,196255.0,1401,164128.125
Graphic Designer,ALL,69,,116000.0,158600.0,196255.0,1401,182597.875
Graphic Designer,ALL,87,,116000.0,158600.0,196255.0,1401,201067.625
Graphic Designer,ALL,38,,116000.0,158600.0,196255.0,1401,219537.375
Graphic Designer,ALL,18,,116000.0,158600.0,196255.0,1401,238007.125
Graphic Designer,ALL,10,,116000.0,158600.0,196255.0,1401,256476.875
Graphic Designer,ALL,7,,116000.0,158600.0,196255.0,1401,274946.625
Graphic Designer,ALL,0,,116000.0,158600.0,196255.0,1401,293416.375
Graphic Designer,ALL,1,,116000.0,158600.0,196255.0,1401,311886.125
Graphic Designer,ALL,3,,116000.0,158600.0,196255.0,1401,330355.875
Graphic Designer,ALL,0,,116000.0,158600.0,196255.0,1401,348825.625
Graphic Designer,ALL,1,,116000.0,158600.0,196255.0,1401,367295.375
Graphic Designer,ALL,2,,116000.0,158600.0,196255.0,1401,385765.125
Computer Science Teachers Postsecondary,Purdue University,31,114824.52,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,The Pennsylvania State University,18,125028.0,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,Rochester Institute of Technology,14,80940.0,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,George Mason University,12,119362.5,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,KENNESAW STATE UNIVERSITY,12,115500.0,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,Arizona State University,11,96750.0,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,North Carolina State University,10,128544.0,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,Indiana University,9,95717.0,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,University of Washington,8,118948.5,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,University of Wisconsin System,8,135500.0,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,8,103000.0,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,"New York University, Courant Institute of Mathematical Sciences",8,97610.5,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,University of Pittsburgh,8,93418.56,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,University of Michigan,8,100948.0,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,The University of Texas at Dallas,8,132500.0,105000.0,127467.0,144910.0,1067,
Computer Science Teachers Postsecondary,ALL,21,,105000.0,127467.0,144910.0,1067,48954.8
Computer Science Teachers Postsecondary,ALL,75,,105000.0,127467.0,144910.0,1067,64404.399999999994
Computer Science Teachers Postsecondary,ALL,167,,105000.0,127467.0,144910.0,1067,79854.0
Computer Science Teachers Postsecondary,ALL,235,,105000.0,127467.0,144910.0,1067,95303.6
Computer Science Teachers Postsecondary,ALL,188,,105000.0,127467.0,144910.0,1067,110753.2
Computer Science Teachers Postsecondary,ALL,194,,105000.0,127467.0,144910.0,1067,126202.8
Computer Science Teachers Postsecondary,ALL,105,,105000.0,127467.0,144910.0,1067,141652.40000000002
Computer Science Teachers Postsecondary,ALL,38,,105000.0,127467.0,144910.0,1067,157102.0
Computer Science Teachers Postsecondary,ALL,16,,105000.0,127467.0,144910.0,1067,172551.59999999998
Computer Science Teachers Postsecondary,ALL,16,,105000.0,127467.0,144910.0,1067,188001.2
Computer Science Teachers Postsecondary,ALL,8,,105000.0,127467.0,144910.0,1067,203450.8
Computer Science Teachers Postsecondary,ALL,2,,105000.0,127467.0,144910.0,1067,218900.40000000002
Computer Science Teachers Postsecondary,ALL,1,,105000.0,127467.0,144910.0,1067,234350.0
Computer Science Teachers Postsecondary,ALL,0,,105000.0,127467.0,144910.0,1067,249799.6
Computer Science Teachers Postsecondary,ALL,0,,105000.0,127467.0,144910.0,1067,265249.2
Computer Science Teachers Postsecondary,ALL,0,,105000.0,127467.0,144910.0,1067,280698.8
Computer Science Teachers Postsecondary,ALL,0,,105000.0,127467.0,144910.0,1067,296148.4
Computer Science Teachers Postsecondary,ALL,0,,105000.0,127467.0,144910.0,1067,311598.0
Computer Science Teachers Postsecondary,ALL,0,,105000.0,127467.0,144910.0,1067,327047.6
Computer Science Teachers Postsecondary,ALL,1,,105000.0,127467.0,144910.0,1067,342497.2
Commercial And Industrial Designer,L&T Technology Services Limited,72,91000.0,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,Microsoft Corporation,45,170398.0,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,"M. Arthur Gensler Jr. & Associates, Inc.",27,81000.0,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,Hinduja Tech Inc.,20,83230.5,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,Apple Inc.,18,220000.0,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,"NIKE, Inc.",18,129056.28,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,Tata Technologies Inc.,16,70000.0,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,"PIPING TECHNOLOGY & PRODUCTS, INC",12,104000.0,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,Google LLC,11,172000.0,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,"Motorola Solutions, Inc.",10,95987.0,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,"KPIT Technologies, Inc.",9,100000.0,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,"Salesforce, Inc.",8,191430.0,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,General Motors,8,134105.035,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,"Lucid USA, Inc.",6,153597.0,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,"Axon Enterprise, Inc.",5,145720.08,95000.0,141500.0,177570.0,768,
Commercial And Industrial Designer,ALL,49,,95000.0,141500.0,177570.0,768,51865.85
Commercial And Industrial Designer,ALL,78,,95000.0,141500.0,177570.0,768,63785.549999999996
Commercial And Industrial Designer,ALL,133,,95000.0,141500.0,177570.0,768,75705.25
Commercial And Industrial Designer,ALL,106,,95000.0,141500.0,177570.0,768,87624.95000000001
Commercial And Industrial Designer,ALL,87,,95000.0,141500.0,177570.0,768,99544.65
Commercial And Industrial Designer,ALL,41,,95000.0,141500.0,177570.0,768,111464.35
Commercial And Industrial Designer,ALL,44,,95000.0,141500.0,177570.0,768,123384.05000000002
Commercial And Industrial Designer,ALL,36,,95000.0,141500.0,177570.0,768,135303.75
Commercial And Industrial Designer,ALL,33,,95000.0,141500.0,177570.0,768,147223.45
Commercial And Industrial Designer,ALL,44,,95000.0,141500.0,177570.0,768,159143.15
Commercial And Industrial Designer,ALL,37,,95000.0,141500.0,177570.0,768,171062.85
Commercial And Industrial Designer,ALL,27,,95000.0,141500.0,177570.0,768,182982.55000000002
Commercial And Industrial Designer,ALL,15,,95000.0,141500.0,177570.0,768,194902.25
Commercial And Industrial Designer,ALL,9,,95000.0,141500.0,177570.0,768,206821.95
Commercial And Industrial Designer,ALL,11,,95000.0,141500.0,177570.0,768,218741.65000000002
Commercial And Industrial Designer,ALL,6,,95000.0,141500.0,177570.0,768,230661.35
Commercial And Industrial Designer,ALL,5,,95000.0,141500.0,177570.0,768,242581.05000000002
Commercial And Industrial Designer,ALL,4,,95000.0,141500.0,177570.0,768,254500.75
Commercial And Industrial Designer,ALL,2,,95000.0,141500.0,177570.0,768,266420.45
Commercial And Industrial Designer,ALL,1,,95000.0,141500.0,177570.0,768,278340.15
